0,0.5847504734992981
1,0.3062792122364044
2,0.22258315980434418
3,0.17420697212219238
4,0.14337332546710968
5,0.11802959442138672
6,0.09718495607376099
7,0.08525139838457108
8,0.07667801529169083
9,0.07298372685909271
10,0.1009778082370758
11,0.09009549021720886
12,0.07607559859752655
13,0.06700881570577621
14,0.0626533031463623
15,0.059319574385881424
16,0.05454585328698158
17,0.05256606265902519
18,0.05090303719043732
19,0.049671754240989685
20,0.0639302209019661
21,0.06300213932991028
22,0.05633744224905968
23,0.05701489746570587
24,0.0521930456161499
25,0.049260396510362625
26,0.04635417088866234
27,0.04344199597835541
28,0.042200006544589996
29,0.040462005883455276
30,0.05004878714680672
31,0.05199560150504112
32,0.05425399914383888
33,0.04960011690855026
34,0.0484854131937027
35,0.04264724627137184
36,0.0410834364593029
37,0.039744023233652115
38,0.03930113837122917
39,0.037509530782699585
40,0.049209531396627426
41,0.046751804649829865
42,0.04851744323968887
43,0.04684325307607651
44,0.04213304445147514
45,0.03914529085159302
46,0.03715541958808899
47,0.037153929471969604
48,0.03643427789211273
49,0.035961102694272995
50,0.042898327112197876
51,0.04520033299922943
52,0.04386119171977043
53,0.04196298494935036
54,0.04038918390870094
55,0.03792504221200943
56,0.035720985382795334
57,0.03510677069425583
58,0.03396753966808319
59,0.03397423401474953
60,0.04060675576329231
61,0.04211600869894028
62,0.04207831621170044
63,0.039334945380687714
64,0.04126150906085968
65,0.037116583436727524
66,0.03493349254131317
67,0.034126024693250656
68,0.032832417637109756
69,0.03239869326353073
70,0.03744817525148392
71,0.041918423026800156
72,0.03792320936918259
73,0.03814765065908432
74,0.036772504448890686
75,0.03355370834469795
76,0.03344306722283363
77,0.03247588500380516
78,0.031794335693120956
79,0.03135195001959801
80,0.03557933121919632
81,0.03798132389783859
82,0.038293831050395966
83,0.037177473306655884
84,0.034404054284095764
85,0.03361146152019501
86,0.032248929142951965
87,0.030997365713119507
88,0.030735397711396217
89,0.03043290041387081
90,0.03320717439055443
91,0.03807030990719795
92,0.03729494288563728
93,0.036989472806453705
94,0.03597724810242653
95,0.03346724435687065
96,0.0321425162255764
97,0.030500752851366997
98,0.03072582185268402
99,0.029395105317234993
100,0.031810905784368515
101,0.03535734489560127
102,0.03628138452768326
103,0.03460417687892914
104,0.033247917890548706
105,0.03168346732854843
106,0.030317489057779312
107,0.02966618351638317
108,0.029200518503785133
109,0.028776848688721657
110,0.032713524997234344
111,0.04534415900707245
112,0.036847639828920364
113,0.03499549254775047
114,0.032511673867702484
115,0.03175491839647293
116,0.030022691935300827
117,0.029297269880771637
118,0.028475480154156685
119,0.028438592329621315
120,0.031087465584278107
121,0.033116813749074936
122,0.033250801265239716
123,0.03245975822210312
124,0.0323086641728878
125,0.030610909685492516
126,0.029329391196370125
127,0.028824202716350555
128,0.0278449896723032
129,0.02788168005645275
130,0.03255700320005417
131,0.03430948406457901
132,0.03243255987763405
133,0.03208160027861595
134,0.030297230929136276
135,0.029319150373339653
136,0.0290534608066082
137,0.027818962931632996
138,0.02715272456407547
139,0.026948167011141777
140,0.028967473655939102
141,0.030529117211699486
142,0.03168375417590141
143,0.032024215906858444
144,0.03047218732535839
145,0.029864611104130745
146,0.028319474309682846
147,0.027483703568577766
148,0.026953328400850296
149,0.026476776227355003
